GEOID,total_pop__estimate,median_age__estimate,pct_white_nh__estimate,pct_black_nh__estimate,pct_asian_nh__estimate,pct_hispanic__estimate,pct_other_nh__estimate,pct_under18__estimate,pct_65plus__estimate,pct_foreign_born__estimate,median_hh_income__estimate,pct_poverty__estimate,pct_bachelors_plus__estimate,pct_unemployed__estimate,pct_snap__estimate,pct_transit_commute__estimate,median_gross_rent__estimate,median_home_value__estimate,pct_renter__estimate,pct_rent_burdened__estimate,pct_no_vehicle__estimate,pct_vacant__estimate,pop_density__estimate,total_pop__moe,median_age__moe,pct_white_nh__moe,pct_black_nh__moe,pct_asian_nh__moe,pct_hispanic__moe,pct_other_nh__moe,pct_under18__moe,pct_65plus__moe,pct_foreign_born__moe,median_hh_income__moe,pct_poverty__moe,pct_bachelors_plus__moe,pct_unemployed__moe,pct_snap__moe,pct_transit_commute__moe,median_gross_rent__moe,median_home_value__moe,pct_renter__moe,pct_rent_burdened__moe,pct_no_vehicle__moe,pct_vacant__moe,pop_density__moe,total_pop__universe,median_age__universe,pct_white_nh__universe,pct_black_nh__universe,pct_asian_nh__universe,pct_hispanic__universe,pct_other_nh__universe,pct_under18__universe,pct_65plus__universe,pct_foreign_born__universe,median_hh_income__universe,pct_poverty__universe,pct_bachelors_plus__universe,pct_unemployed__universe,pct_snap__universe,pct_transit_commute__universe,median_gross_rent__universe,median_home_value__universe,pct_renter__universe,pct_rent_burdened__universe,pct_no_vehicle__universe,pct_vacant__universe,pop_density__universe,total_pop__share,median_age__share,pct_white_nh__share,pct_black_nh__share,pct_asian_nh__share,pct_hispanic__share,pct_other_nh__share,pct_under18__share,pct_65plus__share,pct_foreign_born__share,median_hh_income__share,pct_poverty__share,pct_bachelors_plus__share,pct_unemployed__share,pct_snap__share,pct_transit_commute__share,median_gross_rent__share,median_home_value__share,pct_renter__share,pct_rent_burdened__share,pct_no_vehicle__share,pct_vacant__share,pop_density__share,total_pop__share_moe,median_age__share_moe,pct_white_nh__share_moe,pct_black_nh__share_moe,pct_asian_nh__share_moe,pct_hispanic__share_moe,pct_other_nh__share_moe,pct_under18__share_moe,pct_65plus__share_moe,pct_foreign_born__share_moe,median_hh_income__share_moe,pct_poverty__share_moe,pct_bachelors_plus__share_moe,pct_unemployed__share_moe,pct_snap__share_moe,pct_transit_commute__share_moe,median_gross_rent__share_moe,median_home_value__share_moe,pct_renter__share_moe,pct_rent_burdened__share_moe,pct_no_vehicle__share_moe,pct_vacant__share_moe,pop_density__share_moe
3604301,208119,31.9,123802,14637,13895,44380,11405,50858,19511,43246,104479,44025,78340,8664,17626,47134,2435,1171200,71818,30315,57232,4694,44071.2760942469,5653,0.5,4638,1520,1391,2519,1391.7697367021601,3663,1331.2764551361975,2344,3806,3642,2320.035560072302,910,1022,1966,69,47725,1489,1635.7939968101118,1529.496976133003,569,NA,NA,NA,208119,208119,208119,208119,208119,208119,208119,208119,NA,207274,141943,118896,85708,108259,NA,NA,85708,69878,85708,90402,NA,NA,NA,59.48615936075034,7.0329955458175375,6.676468751051082,21.324338479427634,5.480037862953407,24.436980765811867,9.374924922760536,20.779457906293995,NA,21.240001157887626,55.191168285861224,7.287040775131207,20.56517477948383,43.53818158305545,NA,NA,83.79381154618005,43.38275279773319,66.77556354132636,5.192363000818566,NA,NA,NA,1.5347969065715787,0.7049252963469582,0.6432946262241531,1.0627743360960589,0.6519611036874093,1.630090093470676,0.586800371164982,0.9746461753113975,NA,1.6595026384671685,1.1716382073859366,0.7494647268095717,1.1441256015063936,1.5553447506934648,NA,NA,1.0699353578031485,7.490753205804578,1.4123976570656593,0.6242975330372597,NA
3604302,128393,35.5,62452,22925,14994,17783,10239,20094,16613,27326,146067,14891,70475,5106,6699,32551,2944,1053700,41692,16225,41897,6151,47146.42718859442,3370,0.4,2186,1575,1048,1753,1246.6587343776164,1531,1070.536781245745,1600,8061,1452,2181.4339320731215,802,728,1410,72,47415,1409,1128.266812416283,1551.5315014526775,676,NA,NA,NA,128393,128393,128393,128393,128393,128393,128393,128393,NA,122267,96788,79975,61250,73504,NA,NA,61250,40264,61250,67401,NA,NA,NA,48.64128106672482,17.855334792395222,11.678206755820021,13.850443560007166,7.974733825052768,15.650385924466287,12.93917892720008,21.283091757338795,NA,12.179083481233693,72.81377856759103,6.384495154735855,10.937142857142858,44.28466478014802,NA,NA,68.06857142857143,40.296542817405125,68.40326530612245,9.12597735938636,NA,NA,NA,1.1264091701269228,1.1336480539955471,0.7565031417077976,1.3160508600655592,0.9481407769204873,1.1194427033426688,0.7614948203553401,1.1139493783155896,NA,1.1394262002064215,1.3580212297258802,0.9897757233303748,1.1647481392198507,1.5374802588828755,NA,NA,1.7664473426300773,11.807868574036519,2.0551668389399316,0.9888229281087723,NA
3604303,182837,33.1,52291,76247,7790,33973,12536,40978,18356,35630,81363,46900,58481,8858,18093,42971,2089,1237000,55721,26857,44495,4811,65184.65898361474,4567,0.5,2826,3832,1208,2005,1558.9631169466454,2363,1277.72101806302,1991,3962,3450,2293.908890954477,1094,1307,2026,52,87175,1718,1470.9282783331075,1877.508189063366,515,NA,NA,NA,182837,182837,182837,182837,182837,182837,182837,182837,NA,182102,127115,99095,71580,88246,NA,NA,71580,53369,71580,76391,NA,NA,NA,28.599791070735137,41.702171879871145,4.260625584537046,18.581031191717212,6.856380273139463,22.41231260631054,10.03954341845469,19.48730289820988,NA,25.75479676225412,46.00637218266924,8.938897018013018,25.27661357921207,48.69455839358158,NA,NA,77.84436993573624,50.323221345725045,62.16121821737916,6.297862313623333,NA,NA,NA,1.3706421852933126,1.8186693545373933,0.6520701275726939,0.9935437226484538,0.8352750717958142,1.1648658719621445,0.6522861064922504,0.9740988141656727,NA,1.782007721884257,1.4389411688613676,1.0762984765743568,1.7340020860556682,1.8854416051660987,NA,NA,1.6299337728811667,11.153104590409171,2.2137500328948168,0.6605334976466126,NA
3604304,112557,32.8,28867,19125,6735,52092,5738,15981,11608,34037,85568,23613,36438,6426,10579,34966,2193,1002300,38357,20312,29772,2725,55387.53833397802,4200,0.5,1843,1867,930,3500,1196.3055629729388,1656,1003.4565262132685,2501,5147,1859,1720.346186091625,714,983,1863,68,73262,1237,1332.9703672625285,1281.0386411033821,410,NA,NA,NA,112557,112557,112557,112557,112557,112557,112557,112557,NA,112206,83692,71146,45491,62621,NA,NA,45491,37062,45491,48216,NA,NA,NA,25.646561297831322,16.991391028545536,5.983634958287801,46.28055118739839,5.097861527936956,14.19813960926464,10.312996970423875,30.239789617704808,NA,21.04432918025774,43.538211537542416,9.032131110673825,23.255149370205096,55.83749860270516,NA,NA,84.31777714273153,54.80546111920565,65.44591237827262,5.6516509042641445,NA,NA,NA,1.3286199314961045,1.5327587707957018,0.7955084420433174,2.5859073223815563,1.0456829047525635,1.3725548350782824,0.8041767754475639,1.914151586240448,NA,1.4555014505343327,1.2693234437825234,0.9466692096652969,2.0739194599253192,2.061132143623995,NA,NA,1.59802040550391,17.32580324190196,2.2391555410253705,0.8393799488406765,NA
3604305,198737,37,6489,94307,13671,70660,13610,48465,30617,75785,55739,42644,23855,7875,27108,40405,1493,655400,54687,27696,43478,6376,33485.282310619354,5003,0.9,986,3792,1919,4003,1932.5666870770592,2691,1679.2525122803895,4295,3147,3958,1635.862158007208,904,1601,1706,45,17991,1627,1737.8503963229975,1853.00431731823,625,NA,NA,NA,198737,198737,198737,198737,198737,198737,198737,198737,NA,196964,132800,89264,71948,79176,NA,NA,71948,50776,71948,78324,NA,NA,NA,3.2651192279243424,47.45316674801371,6.878940509316332,35.5545268369755,6.848246677770118,24.386500752250463,15.405787548367943,38.13331186442384,NA,21.65065697284783,17.963102409638555,8.822145545796738,37.67721131928615,51.03187834697383,NA,NA,76.00906210040584,54.54545454545455,60.42975482292767,8.140544405290843,NA,NA,NA,0.48927686117424357,1.487823739956173,0.9499426682699307,1.8044304311580932,0.9570203254399312,1.206886137018909,0.7507016461209755,1.9362392765709058,NA,1.9340968837050179,1.150606842157798,0.9828152275544767,2.067345005333858,1.5618423325086535,NA,NA,1.5348296993222033,12.779001437126297,2.211287871815304,0.7855346997558608,NA
3604306,120019,37.6,73333,10356,9033,18247,9050,24708,15538,20583,170965,10081,68689,4543,4779,28528,2751,1628400,32817,10891,29278,4305,29357.768775341887,3499,0.6,2613,1546,1034,1761,851.6390080309849,1539,997.5429815301193,1478,8593,1300,2158.0523626640756,657,555,1036,85,79507,1171,881.4380295857446,1292.6039610027503,536,NA,NA,NA,120019,120019,120019,120019,120019,120019,120019,120019,NA,119163,90946,74216,52116,68260,NA,NA,52116,31359,52116,56421,NA,NA,NA,61.101158983161,8.628633799648389,7.526308334513702,15.203426124197001,7.540472758479908,20.586740432764813,12.94628350511169,17.14978461743557,NA,8.459840722371878,75.52723594220747,6.121321547914197,9.169928620769054,41.793143861705246,NA,NA,62.96914575178448,34.73006154532989,56.17852482922711,7.630137714680704,NA,NA,NA,1.25175201437682,1.2633275503745576,0.8331202239058634,1.3987193989935622,0.674675472491936,1.1331678924237871,0.7405148220113473,1.125407719120748,NA,1.0630925487530067,1.286401581106889,0.8657422105600896,1.039804932413082,0.7413844390412057,NA,NA,1.5983712321369872,13.000851862458552,2.041239759348126,0.9364792027670373,NA
3604307,120461,37.6,34237,3547,28826,49688,4163,28065,16056,48262,89890,22418,33905,4315,8102,27173,2022,1114600,28126,14103,23632,3541,31817.683124289975,3611,0.9,1610,681,1954,3207,652.5802632626886,1446,1017.5937303265974,2502,3056,1932,1646.995446259643,562,611,1362,47,45882,1187,969.6055899178799,1170.3952323894694,474,NA,NA,NA,120461,120461,120461,120461,120461,120461,120461,120461,NA,117928,84704,64434,41131,57768,NA,NA,41131,27255,41131,44672,NA,NA,NA,28.421646840056116,2.9445214633781887,23.929736595246595,41.24820481317605,3.4558902881430504,23.29799686205494,13.328795211728277,40.06441918961323,NA,19.009904348415983,40.02762561390253,6.696774994568085,19.698037976222313,47.03815261044177,NA,NA,68.38151272762636,51.74463401210787,57.45544722958353,7.926665472779369,NA,NA,NA,1.0297792955638703,0.5583950228294168,1.4548717848602846,2.3577147656052455,0.5317382406547649,0.9763095796174917,0.7442855551874837,1.6945899556760509,NA,1.5320024653677937,1.5586363015549805,0.8400165126572181,1.3765473492325655,1.6146066971415338,NA,NA,2.137897432832337,22.048582068544313,2.333269023563705,1.0421883911846677,NA
3604308,109788,35.4,31954,48863,5436,14191,9344,20462,13908,28347,91800,19305,45656,5261,8846,29404,1951,1086100,38784,17590,33566,3586,65204.99109528955,3213,0.7,1941,2773,800,1509,1326.0757896892621,1792,1106.2662428186084,2290,5422,2234,2220.5012947530563,638,768,1594,62,63449,1155,1336.6349539047676,1376.414545113499,585,NA,NA,NA,109788,109788,109788,109788,109788,109788,109788,109788,NA,108962,83371,65237,48537,58113,NA,NA,48537,37592,48537,52123,NA,NA,NA,29.10518453747222,44.50668561227092,4.951360804459504,12.925820672568952,8.510948373228404,18.637738186322732,12.66805115313149,25.819761722592634,NA,17.717185807896332,54.76244737378705,8.064441957784693,18.225271442404765,50.59797291483833,NA,NA,79.90605105383521,46.79187061076825,69.15548962647053,6.879880283176333,NA,NA,NA,1.549235933494549,2.1640278654846816,0.7141240245839514,1.321387077053813,1.1818905908852526,1.5384046687703439,0.9369577118157224,1.9441571579499453,NA,1.98291990822254,2.0448803788291428,0.9336379950522765,1.5236120829740911,2.0336624227247335,NA,NA,1.469308867227821,14.702624304327102,2.3275305378328075,1.114383776920414,NA
3604309,98347,36.5,28345,51343,2637,9132,6890,19772,16158,33813,77928,17402,29683,4683,8788,23850,1679,1124100,32378,15175,26099,3315,62181.90515937093,3704,1.2,2322,2869,628,1193,1194.522498741652,1882,1184.1866406947852,2393,5080,2414,1487.0289170019525,702,780,1522,48,94614,1024,1218.8851463530107,1189.1652534446168,484,NA,NA,NA,98347,98347,98347,98347,98347,98347,98347,98347,NA,97036,69659,53560,40499,46421,NA,NA,40499,31241,40499,43814,NA,NA,NA,28.82141804020458,52.20596459475124,2.6813222569066673,9.2854891354083,7.005805972729214,20.10432448371582,16.42958097349182,34.3813232737145,NA,17.933550434890144,42.61186637763964,8.743465272591486,21.69930121731401,51.37760927166584,NA,NA,79.94765302846984,48.57398930892097,64.443566507815,7.566074770621262,NA,NA,NA,2.0967038538662623,2.155040374046353,0.6305194934328233,1.1615479919816145,1.1855937119713986,1.7574602781902586,1.0329300587014258,2.060055420076286,NA,2.3919108554355266,1.5858978479553525,1.2364851765367617,1.8450525827604365,2.252032074693708,NA,NA,1.500270126962453,18.24229478371201,2.435220373626372,1.0920018418826234,NA
3604310,124966,41.7,64599,2951,28570,24104,4742,25143,24422,47460,89272,18221,42068,4357,7126,23900,1840,1022100,29386,13431,21568,4463,31900.847467431064,3023,0.8,2584,620,1930,1954,674.4909191382787,1460,1083.5852527604832,2087,3346,1891,1597.3349680013896,483,577,1262,24,30608,1049,805.144707490523,1057.8133105609893,472,NA,NA,NA,124966,124966,124966,124966,124966,124966,124966,124966,NA,123973,91496,64084,49275,57828,NA,NA,49275,27698,49275,53738,NA,NA,NA,51.69326056687419,2.361442312308948,22.862218523438376,19.28844645743642,3.794632139942064,20.119872605348654,19.542915673063074,37.97833010578877,NA,14.697555112806821,45.977966249890706,6.798888958242307,14.461694571283612,41.32945977727053,NA,NA,59.63673262303399,48.490865766481335,43.77067478437341,8.305109978041608,NA,NA,NA,1.6467897150356279,0.49283532816337294,1.4420016405413083,1.4923839141700839,0.53187646389975,1.0621103845053355,0.7268924680788591,1.3946464674081593,NA,1.4824875458821172,1.4770547887064365,0.7335908448867763,1.134509173693907,1.8480891080698354,NA,NA,1.761317305350855,20.274737131608482,1.9591613789702207,0.8661082205273056,NA
3604311,181185,41,66681,3045,72643,32671,6145,39461,32513,100355,68567,33863,40386,6580,15610,35648,1747,1071000,40860,21483,27347,4721,49027.461527345244,3884,0.8,3141,685,2607,2871,1212.1984161019186,2176,1428.2989883074201,3221,3520,2487,1803.1100909262307,661,999,1813,21,20259,1302,1300.5591105366952,1296.7011991974096,494,NA,NA,NA,181185,181185,181185,181185,181185,181185,181185,181185,NA,180208,127994,88153,62339,77136,NA,NA,62339,38567,62339,67060,NA,NA,NA,36.80271545657753,1.6806026988989156,40.09327482959406,18.031845903358445,3.391561111571046,21.779396749179018,17.94464221651903,55.388139194745705,NA,18.79106365977093,31.553041548822602,7.464295032500312,25.040504339177723,46.21447832399917,NA,NA,65.54484351689953,55.70306220343817,43.86820449477855,7.0399642111541905,NA,NA,NA,1.5436705466786964,0.37634619486528453,1.1539667820685315,1.5366982527702078,0.6650770102102929,1.106518998505082,0.6880834704798185,1.3231006938933645,NA,1.3199777586832584,1.2689325253091075,0.7283196794152016,1.5065407732361384,2.0032205793769364,NA,NA,1.5223142658556776,16.89375064050402,1.846838640487201,0.7240397741153559,NA
3604312,196315,28.5,118049,6026,36438,25677,10125,71801,24298,58001,66966,50064,34416,5615,16260,22925,1816,1068800,37847,20629,28210,7161,54156.45137526853,5259,0.6,4705,1398,2828,2819,1599.3726895254902,3522,1283.942755733292,2993,3090,4278,1727.9380775942175,790,1023,1619,29,29749,1329,1293.588419861588,1369.5970210247976,681,NA,NA,NA,196315,196315,196315,196315,196315,196315,196315,196315,NA,194659,107331,78560,55111,70315,NA,NA,55111,35806,55111,62272,NA,NA,NA,60.13244021088557,3.0695565799862465,18.56098617018567,13.079489595802665,5.157527443139852,36.574383006902174,12.377047092682679,29.544864121437485,NA,25.718821117954988,32.06529334488638,7.147403258655804,29.504091742120448,32.603285216525634,NA,NA,68.67413039139191,57.61324917611574,51.1876032008129,11.49955035971223,NA,NA,NA,1.7745684345388009,0.7073573727012293,1.3520100013917589,1.3925541938181734,0.8028962949303797,1.50288871109517,0.5637464493439646,1.3030578206833958,NA,2.087147221187836,1.3610875619821499,0.9749756437574889,1.7249248767486112,1.9760019801900681,NA,NA,1.807558132844386,18.79220562449525,2.1818317439767,1.0658224982281521,NA
3604313,111396,46.1,59138,14949,13972,17851,5486,23048,29675,61592,45806,26289,31507,4589,17593,15900,1363,609300,33901,20396,26364,2948,34047.78307638723,4201,1.6,2555,2450,1587,2303,1315.000380228082,2261,1447.4166642677567,2593,2593,2680,1719.2582703014693,669,1101,1228,61,44215,1175,1288.8083643428142,1177.0004248087594,464,NA,NA,NA,111396,111396,111396,111396,111396,111396,111396,111396,NA,109642,80947,45327,46711,39120,NA,NA,46711,32217,46711,49659,NA,NA,NA,53.08808215734856,13.419691909942907,12.542640669323854,16.024812381054975,4.924772882329707,20.69015045423534,26.63919709863909,55.29103378936407,NA,23.977125554075993,38.92299899934525,10.124208529132746,37.663505384170755,40.644171779141104,NA,NA,72.57605274988761,63.30819132755998,56.44066708055918,5.936486840250509,NA,NA,NA,1.1191017064983597,2.1403419162221367,1.3438301236778354,1.9770992605197582,1.1657719905972228,1.8737232707209037,0.8240273053433814,1.034637356432984,NA,2.266518197818483,1.766945562576867,1.3914236515955347,2.1886785577439496,2.4581649794326923,NA,NA,1.8669983257004266,22.874588767481573,2.1518408238588016,0.9252755890286055,NA
3604314,154853,37.9,55365,46336,19164,23021,10967,33055,24966,64207,80606,25313,48679,4796,12615,37402,1770,914900,45313,22551,32807,5226,54544.52075264922,4380,0.9,2381,3194,1974,2249,1371.3274590702251,2135,1324.7403519180655,2595,2939,2312,2210.0404973665077,687,862,2221,30,34520,1409,1300.3791754715237,1398.7097626026637,653,NA,NA,NA,154853,154853,154853,154853,154853,154853,154853,154853,NA,153819,110931,81274,59557,74570,NA,NA,59557,43227,59557,64783,NA,NA,NA,35.75326277179002,29.922571729317482,12.375607834526939,14.866357125790266,7.082200538575294,21.34605077073095,16.122387038029615,41.46319412604212,NA,16.456354546577472,43.882233099854865,5.901026158427049,21.1813892573501,50.156899557462786,NA,NA,76.08341588730124,52.16878339926435,55.08504457914267,8.066931139342111,NA,NA,NA,1.158228489339746,1.8809584235121553,1.225755444802821,1.3901409207038393,0.862613212615593,1.2394954137128884,0.7238067182003276,1.197009114136662,NA,1.428224200480639,1.6112773340093038,0.8226557606069131,1.349356229803248,2.4011234692586867,NA,NA,1.435572744514928,14.155474722594452,1.9136231980759157,0.9944266632442897,NA
3604315,152473,42.1,93700,7454,28266,14722,8331,33957,32487,74015,71850,25492,45926,4741,12266,22932,1705,834200,32203,16751,23932,5011,33835.20176043052,3966,1.2,3159,1024,1492,1894,1283.2825098161356,2255,1306.2338994223048,2602,3224,2199,1746.9911276248658,555,715,1327,27,18870,1107,984.9664968921531,1133.66308928182,492,NA,NA,NA,152473,152473,152473,152473,152473,152473,152473,152473,NA,151218,108976,68988,58709,62242,NA,NA,58709,30170,58709,63720,NA,NA,NA,61.453503243197154,4.888734398877178,18.538364169393926,9.655479986620582,5.463918201911158,22.270828277793445,21.306723157542645,48.54302073153936,NA,16.857781481040618,42.143224196153284,6.872209659650954,20.892878434311605,36.84328909739404,NA,NA,54.851896642763464,55.522041763341065,40.76376705445502,7.864092906465788,NA,NA,NA,1.3181051864879607,0.6594458543681214,0.8514737303386237,1.2165329592228542,0.829559306892156,1.3607781374952874,0.6532845193258491,1.148015227792973,NA,1.3862367389107366,1.3401091542117616,0.7770013311790656,1.1402777765924819,1.8214094443023212,NA,NA,1.5146557221169732,21.343449702723582,1.7413118408564088,0.7556658855106777,NA
3604316,101832,36.4,5584,63687,1852,23506,7203,22909,14254,33009,44098,33027,14360,6243,16418,23975,1210,668300,32862,16677,27323,2234,53759.05772146762,3516,1,1189,2933,673,2717,1634.7617563424953,1905,1244.8184606600273,2836,3432,3173,1353.4319340107209,1109,1198,1705,56,65512,1228,1377.3703205746813,1191.0272876806812,471,NA,NA,NA,101832,101832,101832,101832,101832,101832,101832,101832,NA,101441,70832,46264,39052,38757,NA,NA,39052,30698,39052,41286,NA,NA,NA,5.483541519365229,62.54124440254537,1.8186817503338832,23.083117291224763,7.073415036530757,22.496857569329876,13.997564616230655,32.41515437190667,NA,32.557841503928394,20.273322791958435,13.494293619228774,42.04138072313838,61.85979306963903,NA,NA,84.14933934241525,54.32601472408626,69.96568677660555,5.411035217749358,NA,NA,NA,1.152156592389363,1.9059860487499989,0.6579024906353562,2.546301910095236,1.5866654588942195,1.7018428934889227,1.122826973654572,2.5501905107140668,NA,2.923672963305291,1.7724193517974534,2.3111586709562237,2.809161744317866,3.0219790312869343,NA,NA,1.9495443645634845,20.773301457931144,2.256856209249129,1.13130538025286,NA
3604317,148116,40.5,7277,111307,3035,11284,15213,27496,27636,70295,70105,24485,30792,8029,12462,39024,1708,724700,39641,21470,31852,8282,44964.673161184925,3922,1.1,1290,4139,455,1705,2188.6198847675673,2205,1271.9351398558026,2697,5081,2720,1391.9579735035106,959,1160,1980,32,22584,1402,1379.6532172977381,1535.5406214099319,646,NA,NA,NA,148116,148116,148116,148116,148116,148116,148116,148116,NA,145947,108393,77462,57133,67470,NA,NA,57133,38069,57133,65415,NA,NA,NA,4.913041129925194,75.14853223149423,2.049069648113641,7.618353182640633,10.271003807826299,18.563828350752114,18.65834886170299,47.459423694941805,NA,16.7766380946508,28.407738507099168,10.36508223386951,21.81226261530114,57.83903957314362,NA,NA,69.38371869147429,56.3975938427592,55.750616981429296,12.660704731330734,NA,NA,NA,0.86116803219515,1.9619476118624393,0.3023620435564881,1.1333110806398572,1.4523947089049023,1.4052026191577356,0.7023848594768625,1.3176869453854507,NA,1.8087392987547568,1.1011712416546966,1.1899620330078942,1.9608018139690282,1.9815984156913127,NA,NA,1.792506341621537,17.361865174220927,2.325974430683385,0.950300041043715,NA
3604318,181186,42.2,37047,103745,10773,15764,13857,38221,37980,72515,89779,20389,43860,6444,10207,33335,1736,775100,25618,12418,20261,11295,13949.375968823133,4116,1,2034,4195,1095,1782,1832.3836934441433,1907,1436.8183601276814,2641,2857,1893,1722.5170536165963,678,597,1953,31,12748,1103,906.7651294574576,1067.421659888912,673,NA,NA,NA,181186,181186,181186,181186,181186,181186,181186,181186,NA,179981,128581,87426,63780,78804,NA,NA,63780,23574,63780,75075,NA,NA,NA,20.446944024372744,57.25883898314439,5.945823628757188,8.700451469760356,7.647941893965317,21.09489695671851,20.961884472310224,40.0224079123111,NA,11.328417999677743,34.11079397422636,7.370805023677167,16.003449357165255,42.30115222577534,NA,NA,40.166196299780495,52.67667769576652,31.767011602383192,15.044955044955046,NA,NA,NA,1.0220002151342154,1.9153770747651657,0.5890639193368387,0.963455368755599,0.9962922177564167,0.9370868624538115,0.6341159047426927,1.13930982366025,NA,1.0192115834505702,1.0940868057213018,0.7397268879323362,0.8859378689437197,2.096185319015781,NA,NA,1.554299102126462,25.897771782333507,1.5624726211484954,0.8629623271794956,NA
3604401,176862,36.5,82051,10543,27504,46528,10236,26913,23383,65443,89683,22866,72136,8327,10719,51828,2134,792500,66294,28693,48209,15774,26452.30720961473,4027,0.5,2862,1093,2031,2582,1211.8787068019637,1696,1269.0654041459013,2385,3330,1860,2408.378292544591,837,856,1961,23,57158,1384,1309.8560989666003,1472.4690149541348,965,NA,NA,NA,176862,176862,176862,176862,176862,176862,176862,176862,NA,176027,138013,107999,81743,96984,NA,NA,81743,63786,81743,97517,NA,NA,NA,46.39266772964232,5.961144847395144,15.551107643247278,26.30751659485927,5.78756318485599,15.216948807544865,13.221042394635365,37.002295575081135,NA,12.990052662375659,52.26754001434647,7.710256576449782,13.113049435425664,53.4397426379609,NA,NA,81.10052236888785,44.98322515912583,58.97630378136354,16.175641170257492,NA,NA,NA,1.2258831261765812,0.6029065309069376,1.0924000184994953,1.3313500789372752,0.672420493665872,0.8941582424857492,0.6513457538745265,1.052925044372576,NA,1.013398404610582,1.2962057654435302,0.7461641865754554,1.0191254694898,1.2339530499968938,NA,NA,0.8055443889540506,8.339523178796838,1.4394608574914582,0.9601040580856273,NA
3604402,124290,37.9,36827,2626,42373,37452,5012,20154,16391,62204,95141,12514,50180,3991,5171,38360,2169,775800,42175,19332,32382,7422,26385.488992840452,4348,0.6,1829,550,2603,2994,616.8314194332193,1537,1174.7344380752613,2942,4513,1401,1893.8907043438383,581,708,2086,47,46963,1441,1209.8702409762793,1394.5981500059436,980,NA,NA,NA,124290,124290,124290,124290,124290,124290,124290,124290,NA,123604,97725,75974,55711,70671,NA,NA,55711,41041,55711,63133,NA,NA,NA,29.629897819615415,2.1128007080215623,34.09204280312173,30.132754042964034,4.032504626277254,16.215302920588947,13.187706171051573,50.04746962748411,NA,10.124267823047798,51.34817088769506,5.253112907047147,9.281829441223456,54.27969039634362,NA,NA,75.70318249537793,47.10411539679832,58.12496634416902,11.756133876102831,NA,NA,NA,1.044548609231733,0.4362972272323613,1.7215410330341476,2.1659951160182898,0.4758126553498452,1.098845131409983,0.8249144619750494,1.5929895040527549,NA,1.0761083203404629,1.0819616741593037,0.7393138573563233,1.245288879335789,2.1222497637004305,NA,NA,1.5533667979553896,13.480777376043282,1.9351467242615037,1.5259783844665533,NA
3604403,161589,39.1,17594,9956,28996,99585,5458,34167,23924,92722,78474,23164,29980,7241,11379,40576,1886,642400,33794,18006,25060,5854,54909.167707186505,5127,0.9,1659,1277,2486,4578,1384.7328262159456,2288,1523.8812289676646,3823,2754,2398,1814.1868701983267,885,966,2357,38,32685,1476,1252.9265740656951,1403.2448111430876,570,NA,NA,NA,161589,161589,161589,161589,161589,161589,161589,161589,NA,160203,115496,86669,53966,77372,NA,NA,53966,32310,53966,59820,NA,NA,NA,10.888117384227886,6.161310485243426,17.94429076236625,61.62857620258805,3.3777051655743895,21.144384828175184,14.805463243166304,57.38138115837093,NA,14.45915494716079,25.957608921521093,8.354775063748283,21.085498276692732,52.442744145168795,NA,NA,62.6209094615128,55.7288765088208,46.436645295185855,9.786024740889335,NA,NA,NA,0.9668108083866132,0.7657158074262709,1.4292431639110017,2.050116610083166,0.8502196971460662,1.2469148954412888,0.817734836349617,1.5108529337411865,NA,1.4230001738785973,1.3188959341762299,0.9719701660415337,1.6974730044325668,2.3094088865921454,NA,NA,2.1526550583514754,20.145389866889253,2.2794508958683153,0.9264812517055725,NA
3604404,167356,37.8,8833,9701,57680,87619,3523,36934,23460,106167,71309,28386,29402,5542,13884,48211,1965,720400,39900,22172,31018,3218,38452.158505983665,4277,0.7,1264,1524,3178,4540,790.1303689898269,2018,1436.999652052846,3688,2604,2762,1632.7752447902926,744,1056,2292,41,56991,1238,1487.6195750258196,1566.0692832694217,478,NA,NA,NA,167356,167356,167356,167356,167356,167356,167356,167356,NA,165069,117969,86191,53471,78613,NA,NA,53471,38570,53471,56689,NA,NA,NA,5.277970314778078,5.796625158345084,34.465450895097874,52.354860297808266,2.105093333970697,22.069122110949113,14.018021463228088,63.43782117163412,NA,17.196445122948585,24.9234968508676,6.429905674606397,25.965476613491425,61.32700698357778,NA,NA,74.61988741560846,57.48509204044594,58.00901423201361,5.676586286581171,NA,NA,NA,0.743133929168153,0.8985032243574519,1.6823110904491463,2.3598602621098403,0.46905034927869826,1.0657779650166102,0.7803428378976146,1.4925897208889827,NA,1.6099097823604993,1.2555380436538608,0.8355521861228695,1.8467785661571183,1.8304319534195619,NA,NA,1.1474280729736088,17.51202887448359,2.4767099549628044,0.8313938218649506,NA
