GEOID,median_age__estimate,median_gross_rent__estimate,median_hh_income__estimate,median_home_value__estimate,pct_65plus__estimate,pct_asian_nh__estimate,pct_bachelors_plus__estimate,pct_black_nh__estimate,pct_foreign_born__estimate,pct_hispanic__estimate,pct_no_vehicle__estimate,pct_other_nh__estimate,pct_poverty__estimate,pct_rent_burdened__estimate,pct_renter__estimate,pct_snap__estimate,pct_transit_commute__estimate,pct_under18__estimate,pct_unemployed__estimate,pct_vacant__estimate,pct_white_nh__estimate,total_pop__estimate,pop_density__estimate,median_age__moe,median_gross_rent__moe,median_hh_income__moe,median_home_value__moe,pct_65plus__moe,pct_asian_nh__moe,pct_bachelors_plus__moe,pct_black_nh__moe,pct_foreign_born__moe,pct_hispanic__moe,pct_no_vehicle__moe,pct_other_nh__moe,pct_poverty__moe,pct_rent_burdened__moe,pct_renter__moe,pct_snap__moe,pct_transit_commute__moe,pct_under18__moe,pct_unemployed__moe,pct_vacant__moe,pct_white_nh__moe,total_pop__moe,pop_density__moe,median_age__universe,median_gross_rent__universe,median_hh_income__universe,median_home_value__universe,pct_65plus__universe,pct_asian_nh__universe,pct_bachelors_plus__universe,pct_black_nh__universe,pct_foreign_born__universe,pct_hispanic__universe,pct_no_vehicle__universe,pct_other_nh__universe,pct_poverty__universe,pct_rent_burdened__universe,pct_renter__universe,pct_snap__universe,pct_transit_commute__universe,pct_under18__universe,pct_unemployed__universe,pct_vacant__universe,pct_white_nh__universe,total_pop__universe,pop_density__universe,median_age__share,median_gross_rent__share,median_hh_income__share,median_home_value__share,pct_65plus__share,pct_asian_nh__share,pct_bachelors_plus__share,pct_black_nh__share,pct_foreign_born__share,pct_hispanic__share,pct_no_vehicle__share,pct_other_nh__share,pct_poverty__share,pct_rent_burdened__share,pct_renter__share,pct_snap__share,pct_transit_commute__share,pct_under18__share,pct_unemployed__share,pct_vacant__share,pct_white_nh__share,total_pop__share,pop_density__share,median_age__share_moe,median_gross_rent__share_moe,median_hh_income__share_moe,median_home_value__share_moe,pct_65plus__share_moe,pct_asian_nh__share_moe,pct_bachelors_plus__share_moe,pct_black_nh__share_moe,pct_foreign_born__share_moe,pct_hispanic__share_moe,pct_no_vehicle__share_moe,pct_other_nh__share_moe,pct_poverty__share_moe,pct_rent_burdened__share_moe,pct_renter__share_moe,pct_snap__share_moe,pct_transit_commute__share_moe,pct_under18__share_moe,pct_unemployed__share_moe,pct_vacant__share_moe,pct_white_nh__share_moe,total_pop__share_moe,pop_density__share_moe
BK1502,650.5,28467,1132838,13983200,8635,9553,12191,1362,18879,2697,6114,1886,6362,4077,8276,3343,6088,8186,1038,1550,22699,38197,38893.49206186341,27.19430087352863,1695.2622216046695,144885.39476427567,519519.2438659034,663.179462890702,1053.9620486526069,847.2054060261892,414.27768465124933,1235.2230567796248,645.5300147940451,561.1639689074843,500.28192052081994,1046.8046618161384,471.7244958659662,542.9650080806313,449.43520111357543,701.7520929787099,729.6286726822076,199.58206332233365,289.5582842883277,1422.9184797450625,1726.1723552415037,NA,0,0,0,0,38197,38197,27970,38197,38197,38197,14724,38197,38007,7706,14724,14724,16179,38197,17492,16274,38197,0,NA,NA,NA,NA,NA,22.606487420478047,25.009817524936512,43.58598498391133,3.5657250569416448,49.42534754038275,7.060763934340393,41.5240423797881,4.9375605414037755,16.73902175914963,52.90682584998702,56.20755229557186,22.704428144525945,37.62902527968354,21.431002434746183,5.934141321747084,9.524394740076195,59.42613294237768,NA,NA,NA,NA,NA,NA,7444.392517585177,8235.817461226732,19601.071969747194,1174.2057508353312,16275.933444271135,2325.133917468454,35473.1078189433,1625.9558148684102,5539.772834538712,86359.10300705228,48016.9184626944,19395.9110603152,29254.77202379927,7057.301415613804,4267.208380464738,7361.537133322253,19569.22573510771,NA,NA
BK1503,951.2,34657,1677770,13985700,15522,11588,20733,4891,31498,6155,10876,2954,9465,6444,12809,5271,9760,12574,1768,1726,38656,64244,28262.64855243576,35.745629103430254,2341.78564347807,142552.09210671025,969183.2850663491,955.6139387849049,1138.6417346997255,1186.785995872887,924.5804453913137,1639.8859716455897,1088.5775121689774,838.3430085591458,719.8076131856345,1213.2510045328625,678.6891777537048,773.8100542122725,503.401430272104,828.1666498960218,1269.6156898841475,339.07373829301497,344.1801853680714,2313.3069402913225,2531.966824427208,NA,0,0,0,0,64244,64244,48281,64244,64244,64244,26383,64244,63484,12036,26383,26383,26718,64244,29421,28109,64244,0,NA,NA,NA,NA,NA,24.16101114500965,18.037482099495673,42.94235827758332,7.613162318660108,49.02870306954735,9.580661229064193,41.2235151423265,4.598094763713343,14.90926847709659,53.53938185443669,48.55020278209453,19.97877421066596,36.529680365296805,19.572255774858352,6.009313075694232,6.140382084030026,60.17059958906668,NA,NA,NA,NA,NA,NA,4730.510091516376,3531.5780913415992,11187.551935216628,1490.5897756656245,9599.381829934866,1875.8085332390276,19653.788095625205,900.2665211751481,2954.048101884731,55952.1263126818,23146.871133466197,9525.111969157757,17197.580589295743,3832.0731129939395,2569.1701287299284,2747.738905841078,11780.86571312291,NA,NA
BK1601,365.8,15140,649516,7583800,5645,761,8133,24312,13189,9442,10086,2462,9551,5878,12582,4835,9943,7867,2021,1054,2965,39942,55427.39931896901,18.14331832934648,1402.8749053283404,79760.96269479199,1009304.2110310448,724.2244127340641,317.19867591148613,971.8209711670149,2148.313757345514,1595.998746866676,1667.6837230122503,782.3509442698974,738.2526667747296,1427.0960023768548,740.7516452901067,729.9863012413315,634.9937007561571,1037.8068221013002,1165.1866803220846,526.9449686637116,275.7317537027609,746.4181133922193,2387.166102306247,NA,0,0,0,0,39942,39942,28428,39942,39942,39942,15700,39942,39837,11813,15700,15700,17974,39942,20440,16754,39942,0,NA,NA,NA,NA,NA,14.132992839617446,1.9052626308146814,28.60911777121148,60.86825897551449,33.020379550348004,23.63927695157979,64.24203821656052,6.163937709679034,23.975198935662824,49.75874037077796,80.14012738853503,30.796178343949045,55.31879381328586,19.696059285964648,9.88747553816047,6.291034976721977,7.423263732411997,NA,NA,NA,NA,NA,NA,4450.715019778465,599.9994359203926,12658.539297318579,19168.428492681884,10398.667822560692,7444.402894417186,51468.92299883832,1941.1274467304022,7570.090334864437,52982.76224806284,64206.02695164259,24673.036374834235,38712.69349827846,6202.617542513035,6084.571363660996,4723.120595929611,2337.710036317042,NA,NA
BK1602,527.2,14636,549226,4617699,7866,1091,5892,36991,18170,13748,15982,4666,22010,9982,18885,10832,13574,14836,3663,1055,2518,59014,53440.42520072568,26.44447012136942,1107.8217365623407,72413.69167498643,690342.8208433836,973.8310941842019,556.1303803965397,975.0512807027126,2676.906610249973,2030.2795374036552,2293.1493627760055,958.0245299573493,1361.9129928156203,2659.0203083090582,1127.134863270585,900.7524632217222,890.8108665704522,1476.1178814715306,1759.2353452565692,636.3041725464324,286.4140359689099,1009.8905881331898,3081.9294281342654,NA,0,0,0,0,59014,59014,39862,59014,59014,59014,21897,59014,58728,17717,21897,21897,19966,59014,24408,22952,59014,0,NA,NA,NA,NA,NA,13.329040566645203,1.8487138645067271,14.780994430786212,62.681736537092895,30.78930423289389,23.296167011217676,72.98716719185276,7.906598434269834,37.47786405121918,56.34136704859739,86.24469105356899,49.467963647988306,67.98557547831314,25.139797336225303,15.007374631268437,4.596549320320669,4.2667841529128685,NA,NA,NA,NA,NA,NA,2840.987547984268,394.04090464350276,4664.123568585201,13360.152392179018,6562.514890973767,4965.408362676705,41926.37471780869,1685.2349468850082,8027.034121490053,40000.242133709784,49541.95876387036,28416.123959748875,42830.30206835691,5358.363930147888,7733.889695187274,2519.0504305798518,909.4353043062132,NA,NA
BK1701,415.2,20050,853253,8318000,6583,1496,10920,30030,19023,3705,11597,3505,7076,7589,14418,4058,12658,7562,2115,3254,3639,42375,59751.64924304397,13.21854757528224,655.7255523464066,113490.99410525929,836685.8742526971,715.7583391061539,442.62173466742456,981.67968299237,2586.6085904133233,1454.8793764432844,823.3571521520901,951.9548308612127,667.3372460757754,1568.896746124486,828.6826895742423,892.3625944648285,605.8720987139118,1202.8374786312572,1200.3074606116552,446.4302857109943,467.1991010265324,562.8125798167628,2617.205570833136,NA,0,0,0,0,42375,42375,30988,42375,42375,42375,17556,42375,41780,14168,17556,17556,21039,42375,23677,20810,42375,0,NA,NA,NA,NA,NA,15.535103244837758,3.5303834808259587,35.23944752807538,70.86725663716814,44.892035398230085,8.743362831858407,66.05718842560948,8.271386430678467,16.936333173767352,53.564370412196496,82.12576896787424,23.114604693552064,60.16445648557441,17.84542772861357,8.93271951683068,15.636713118692937,8.587610619469027,NA,NA,NA,NA,NA,NA,4611.369060416173,1047.9433508275085,14304.1143731031,21035.912110667487,13325.546204339016,2595.340423928184,47328.19429779075,2455.2408928028367,5098.899949089255,47554.63792093414,58840.89880598958,16560.99123652422,35969.991000701695,5297.155625267519,4745.505458376382,9451.458244398073,2549.10727068393,NA,NA
BK1702,639.4,23089,1134701,9776100,7520,685,7602,25545,17507,2888,5294,3985,4402,3180,6412,2008,8499,5848,1532,1517,922,34025,39323.709882012095,29.25542684699712,1133.8319981372902,87803.47561457918,460979.76659502095,609.2643104597544,219.9681795169474,623.9647425936821,1838.4256851991597,1286.1566778584947,891.1649678931506,583.492073639394,804.2623949930769,884.592561578493,437.7613505096127,548.3712246279887,371.16438406722165,1011.3392111453012,831.0944591320532,303.08414673156364,256.12106512350755,222.8788908802267,1896.714000581005,NA,0,0,0,0,34025,34025,25639,34025,34025,34025,12398,34025,33869,6058,12398,12398,15139,34025,17051,13915,34025,0,NA,NA,NA,NA,NA,22.10139603232917,2.0132255694342396,29.650142361246537,75.07714915503307,51.45334313005143,8.487876561351946,42.70043555412163,11.711976487876562,12.997136024092828,52.49257180587653,51.718019035328275,16.19616067107598,56.13977145121871,17.187362233651726,8.984810275057182,10.90190441969098,2.709772226304188,NA,NA,NA,NA,NA,NA,8170.469306529991,744.2517888385488,14546.252642157464,27754.60603430145,19021.3305237655,3137.8089110056776,43321.76030035602,4329.6973745602045,4826.927471557578,108991.8445469282,52470.556553388335,16431.827656508434,46644.331725586875,6353.844001032652,6628.030400203195,9854.72674659593,1001.7518790212532,NA,NA
BK1703,702,28869,1199693,11872500,7385,760,7486,28375,18169,2308,7262,3266,6138,5115,8698,2950,9059,6832,1877,2374,1643,36352,37251.54868319423,26.78563047605936,1394.1761007849761,110156.92093100642,450042.1501448503,610.0073770045736,285.7201427971084,766.8370100614602,1760.8855726593933,1204.72652498399,691.7803119488151,623.2046212922365,783.8481995896909,1083.4985002296958,595.8028197314948,584.9230718650103,377.5195359183416,840.3475471493922,962.0550919775852,406.04063836025085,307.37111119947497,663.9420155405139,1994.1863002237278,NA,0,0,0,0,36352,36352,27478,36352,36352,36352,14124,36352,35699,8073,14124,14124,16832,36352,19129,16498,36352,0,NA,NA,NA,NA,NA,20.315250880281692,2.090669014084507,27.243613072276002,78.05622799295774,49.98074383802817,6.349031690140845,51.416029453412634,8.984375,17.193758928821534,63.35934596804162,61.58312092891532,20.886434437836307,53.82010456273764,18.794014084507044,9.812326833603429,14.389622984604195,4.519696302816901,NA,NA,NA,NA,NA,NA,7029.417078547951,723.4069032848001,12471.10727048625,27008.76196728625,17294.174354233844,2196.872070671092,45789.53659900069,3108.7448946476234,6058.153267471952,98719.09239173825,54844.03588879781,18600.81709371074,40219.27499744876,6503.044020198348,6452.16078645405,10970.932472321854,1563.8916462005586,NA,NA
BK1704,374.7,14215,536029,6118700,6891,94,5119,29741,17246,2699,8954,4532,8335,6403,11508,4197,9266,7460,3064,1262,1174,38240,57967.830882704126,20.065143906785217,691.9262966530467,64889.59852703667,1119386.4132353938,798.1296887097986,135.93380742111214,811.8515874222333,2615.839826900722,2012.7518475957238,814.4734495365702,977.2947354815742,1607.289644090324,1939.5842337985737,1040.1903671924674,954.3767599852796,904.1465589161969,1311.1689441105598,1664.4449525292207,1004.6417271843729,293.76691440664314,947.9034760987007,3116.790817491607,NA,0,0,0,0,38240,38240,26830,38240,38240,38240,14510,38240,37475,10938,14510,14510,15277,38240,19021,15772,38240,0,NA,NA,NA,NA,NA,18.02039748953975,0.24581589958158995,19.079388743943348,77.77458158995816,45.09937238493724,7.058054393305439,61.7091660923501,11.851464435146443,22.241494329553035,58.53903821539587,79.31082012405238,28.92487939352171,60.653269620998884,19.50836820083682,16.10851164502392,8.001521683996957,3.0700836820083683,NA,NA,NA,NA,NA,NA,5927.505002949606,80.8577594422046,8944.771045268573,25582.632660910876,14834.675863913284,2321.6284637511817,53494.32208045726,3898.3408246168656,7465.30997222807,67318.29186572449,68752.80951970763,25074.343860259807,49939.19812602951,6416.948883070278,10652.401885036265,6381.330766296237,1009.8550873099416,NA,NA
BK1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.49742261192856,14,28,14,14,14,19.79898987322333,28,14,28,14,14,14,14,14,14,14,14,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BK1801,1155.1,48994,2443807,18724000,12618,3713,15674,37915,25570,5458,7664,5621,7118,4038,8666,3382,12729,12451,2587,3119,8882,61589,31599.040490300544,47.49621037514466,2544.4553444696176,187996.91608108894,785742.0232118173,823.5295987394745,684.9408733606135,973.2512522468184,2309.5538530201025,1630.0690169437612,1033.856856629582,669.8865575603081,1087.9062459605607,1194.635927803948,552.7675822622018,645.8893094021606,448.5030657643267,1020.6649793149562,1293.629777022777,388.85730030436616,364.90683742566404,1224.0555542948205,2782.762117034081,NA,0,0,0,0,61589,61589,43870,61589,61589,61589,21884,61589,61357,7968,21884,21884,27892,61589,31390,25003,61589,0,NA,NA,NA,NA,NA,20.4874247024631,6.028673951517316,35.72828812400274,61.56131776778321,41.51715403724691,8.861972105408434,35.021019923231584,9.126629755313449,11.60095832586339,50.6777108433735,39.599707548894166,15.454213123743374,45.636741718055355,20.216272386302748,8.24147817776362,12.474503059632845,14.421406419977593,NA,NA,NA,NA,NA,NA,4184.173258416593,1231.2443218160984,10244.010227276207,12572.747507409931,8479.10207376008,1809.8927168185496,20129.246048114732,1863.9441469004644,2378.2380039701343,80000.57067337354,22760.96629729831,8882.712833971338,20580.71221516012,4128.795793449194,3302.472785582265,6275.6189293280695,2945.303015110917,NA,NA
BK1802,816,38721,2152174,15861000,9681,5384,12939,6476,12415,3790,2792,2033,2949,2162,4055,1367,5398,9950,858,2498,25154,42837,20285.34200233186,33.683972449816544,2047.377102538758,125102.47333686093,506473.70157097,845.018934699099,863.6075497585695,1009.9178184387084,1310.7715285281413,1219.5609865849267,867.5523038987333,441.0872929477792,748.0207216381108,741.8834140213677,401.5868523744272,493.4379393601591,285.5888653291651,912.556847544305,909.4916162340365,214.63690269848752,410.91361622608713,1687.420220336357,2098.179925554527,NA,0,0,0,0,42837,42837,30011,42837,42837,42837,15127,42837,42758,3579,15127,15127,18616,42837,19834,17625,42837,0,NA,NA,NA,NA,NA,22.59962182225646,12.568573896397973,43.11419146313018,15.117772019515838,28.981954852113827,8.847491654410906,18.457063528789583,4.7458972383687,6.896954955797746,60.40793517742386,26.806372711046475,9.036821577312091,28.996562097120755,23.227583630973225,4.325905011596249,14.173049645390071,58.72026519130658,NA,NA,NA,NA,NA,NA,6636.01810528461,3690.5614328158636,18070.29349177081,4439.0932301171615,8510.088394519535,2597.9253331258005,15347.414675024771,1393.557979899301,2028.9230919511458,212303.77330860277,22290.030820341384,7514.296613280109,19592.30679795383,6820.409093014185,2743.418882049037,10114.853892214072,17242.267988994397,NA,NA
BK1803,1417.8,57729,2892258,22829300,15681,1676,15233,59354,34525,6511,9805,6203,10322,6218,12888,5458,15208,15820,2999,5678,3002,76746,30333.892020935375,51.95931100389996,2206.076381270603,176049.74679050237,626998.9238491562,874.0812319229832,358.8676636310382,1012.2198377822873,2907.9616572437812,1773.6600576209637,983.1612278766896,682.9721809854337,944.1085742646341,1262.9849563632972,643.3995648117894,736.0699695001828,477.5929228956392,1091.4504111502272,1364.7322081639313,422.7587964785594,460.87850893700823,633.4398156099757,3064.599973895451,NA,0,0,0,0,76746,76746,54686,76746,76746,76746,26760,76746,75852,12018,26760,26760,32282,76746,36188,32438,76746,0,NA,NA,NA,NA,NA,20.43233523571261,2.1838271701456753,27.85539260505431,77.33823261147161,44.986057905298,8.483829776144685,36.64050822122571,8.082505928647747,13.608078890470917,51.73905807954735,48.16143497757847,20.39611360239163,47.10984449538442,20.613452166888177,8.28727755056925,17.504161785560147,3.911604513590285,NA,NA,NA,NA,NA,NA,3348.7883556159077,357.9219277572707,6407.056643685898,12675.465942509243,7373.057647515915,1390.4705679607998,17222.682845411382,1324.6949764346161,2256.603824147721,54151.65572831969,22638.035258844535,9587.08858408416,18355.94147922174,3378.4730604163833,2880.532355308175,6787.544319450227,641.0988070626455,NA,NA
BK1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.49742261192856,14,28,14,14,14,19.79898987322333,28,14,28,14,14,14,14,14,14,14,14,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BK1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.49742261192856,14,28,14,14,14,19.79898987322333,28,14,28,14,14,14,14,14,14,14,14,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BK1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.49742261192856,14,28,14,14,14,19.79898987322333,28,14,28,14,14,14,14,14,14,14,14,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BK5591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.49742261192856,14,28,14,14,14,19.79898987322333,28,14,28,14,14,14,14,14,14,14,14,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BK5691,0,0,0,0,0,0,14,0,5,5,0,0,0,0,9,0,0,0,0,0,9,14,7.138304573278155,0,0,0,0,48.49742261192856,14,23.916521486202797,14,6,6,19.79898987322333,28,14,28,12,14,14,14,14,14,12,18,NA,0,0,0,0,14,14,14,14,14,14,9,14,14,9,9,9,14,14,14,9,14,0,NA,NA,NA,NA,NA,0,0,100,0,35.714285714285715,35.714285714285715,0,0,0,0,100,0,0,0,0,0,64.28571428571429,NA,NA,NA,NA,NA,NA,346.41016151377545,100,89845718.04301682,100,32087756.443905197,32087756.443905197,219.9887763691481,200,100,311.11111111111114,139760005.8445038,155.55555555555557,100,100,100,155.55555555555557,57757961.59904144,NA,NA
BK5692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.49742261192856,14,28,14,14,14,19.79898987322333,28,14,28,14,14,14,14,14,14,14,14,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BK5693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.49742261192856,14,28,14,14,14,19.79898987322333,28,14,28,14,14,14,14,14,14,14,14,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BX0101,472.2,15148,479756,3426700,7214,542,5169,13661,15364,38945,17060,2300,23756,11931,20553,11839,10930,16034,3413,606,1152,56600,38509.22402440089,16.150541786577936,1076.4678350977329,55682.17878280267,780961.8177952108,887.609711528665,252.1547144116088,756.0793609139189,1659.9493968190718,1564.812448825737,2422.0774141220177,936.5612633458636,716.9184053991082,2570.1350159086974,1149.6751715158505,852.6106966253708,987.4259465904266,1065.6307991044553,1522.842736463618,539.3468271900745,228.26300620118013,335.18054836162554,2560.583136709293,NA,0,0,0,0,56600,56600,34874,56600,56600,56600,22081,56600,56451,19454,22081,22081,17337,56600,21446,22687,56600,0,NA,NA,NA,NA,NA,12.745583038869258,0.9575971731448764,14.821930377931984,24.136042402826856,27.14487632508834,68.80742049469964,77.26099361441963,4.063604240282685,42.08251403872385,61.32928960625064,93.08002354965808,53.616231148951584,63.04435600161504,28.328621908127207,15.914389629767788,2.671133248115661,2.035335689045936,NA,NA,NA,NA,NA,NA,2832.4924553291553,212.81037420118824,5345.993926514119,5363.831339852524,6032.494037160615,15291.29554830886,44011.58132474884,903.0687630880127,9376.81846408008,39653.7666911386,53022.862201963755,30542.386545661095,45740.16080359943,6295.561576871145,9334.028450804717,1480.9622958967882,452.31960146932096,NA,NA
BX0102,267.6,9735,260738,1569600,5240,337,4130,10342,10102,29065,12636,701,17401,9245,14747,8937,7566,11451,2804,414,598,41043,66247.61528020122,20.683084876294444,745.0174494600781,34807.331354184564,541881.7766247542,795.0723237542608,176.78518037437414,786.3230888127349,1482.3309347105996,1379.8619496166998,3290.3884269186215,1011.3604698622544,345.62262657412924,2968.7884734349127,1207.7913727130194,842.5408001990171,948.7755266658178,1184.8805847004162,2159.823372408031,662.0853419310837,189.8815420202817,255.08037948850554,3144.2264549488164,NA,0,0,0,0,41043,41043,25890,41043,41043,41043,15978,41043,40900,14093,15978,15978,13623,41043,16816,16392,41043,0,NA,NA,NA,NA,NA,12.767097921691883,0.8210900762614819,15.952105059868675,25.197963111858297,24.613210535292254,70.81597349121652,79.0837401426962,1.7079648173866433,42.54523227383863,65.59994323422976,92.29565652772563,55.93315809237702,55.53842765910592,27.900007309407208,16.674595623215986,2.5256222547584186,1.457008503277051,NA,NA,NA,NA,NA,NA,3912.7181467128444,251.63889036761776,7750.173120248253,7722.391324308226,7543.182786195775,21702.890602141015,62257.289006769584,523.4386706381167,13084.37785720925,58549.80269086958,72658.13854507287,44032.39902161444,51279.79136232584,8550.484445058715,12472.630400089973,1938.0364795274045,446.5281357493543,NA,NA
BX0201,186.70000000000002,5270,154655,635400,2046,0,1086,3018,4044,10540,3890,503,3950,2898,4779,2586,2918,3497,1130,261,158,14219,8801.615652000488,24.19504081418339,433.19626037167035,18396.635507613886,349448,444.1745152527326,19,293.6528562776123,661.8353269507453,777.8142451768289,1494.9481596363132,502.8429178182785,300.00499995833405,898.2867025621608,493.4926544539442,437.96004383961787,352.5421960560182,651.1359305091372,846.4336949814793,342.88919493037395,131.93938001976514,116.24543001770004,1530.776600291499,NA,0,0,0,0,14219,14219,9160,14219,14219,14219,5245,14219,13816,4725,5245,5245,5118,14219,6463,5506,14219,0,NA,NA,NA,NA,NA,14.389197552570504,0,11.85589519650655,21.22512131654828,28.440818622969267,74.12616921021169,74.16587225929456,3.5375202194247133,28.59004053271569,61.333333333333336,91.11534795042898,49.30409914204004,57.014458772958186,24.593853294887122,17.484140492031564,4.740283327279331,1.1111892538153176,NA,NA,NA,NA,NA,NA,12728.960933553757,0.13362402419298122,16280.371317373143,18776.150596798943,25159.295054702015,65573.43398049875,177862.35424075054,3129.3590479127915,26029.023747409246,163275.18176501206,218510.07462785792,118239.60106467316,140123.2319607953,21756.195850667486,34027.93201836238,10829.128906106693,982.9796981991425,NA,NA
BX0202,313,10796,322222,2276800,4954,244,4106,9800,10536,28612,10435,908,13311,7362,13329,7891,7543,11227,2377,505,579,40143,72713.64569332478,17.475697410976192,717.0355639715508,43642.09493138477,517458.6568277702,633.1255799602477,204.12006270820123,651.1666453374282,1493.8457082309403,1249.4958983526117,2192.107205407619,681.943546050551,343.63934582640564,1547.225581484484,737.8529663828696,695.5091660071778,659.4247493080617,846.6917975272938,1196.1513282189674,471.8601487729177,196.3389925613351,292.965868319161,2392.6222016858405,NA,0,0,0,0,40143,40143,24848,40143,40143,40143,14677,40143,39663,12746,14677,14677,13588,40143,16717,15182,40143,0,NA,NA,NA,NA,NA,12.340881349176692,0.6078270184091872,16.524468770122343,24.41272450987719,26.246169942455722,71.27519119149042,71.09763575662602,2.2619136586702537,33.56024506466984,57.75929703436372,90.81556176330312,53.764393268379095,55.51221666176038,27.967516129835836,14.219058443500629,3.326307469371624,1.4423436215529482,NA,NA,NA,NA,NA,NA,3866.889902730861,190.45708930848164,8364.914555296164,7649.479688920787,8223.970840623511,22333.356479920687,60931.69868491867,708.7481430551463,10643.02328439422,56999.80981839201,77830.24541594468,46076.86010642673,51387.614100022845,8763.337068338387,10698.870516802559,2755.8709148423995,451.9442847392423,NA,NA
BX0291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.49742261192856,14,28,14,14,14,19.79898987322333,28,14,28,14,14,14,14,14,14,14,14,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
