GEOID,total_pop__estimate,median_age__estimate,pct_white_nh__estimate,pct_black_nh__estimate,pct_asian_nh__estimate,pct_hispanic__estimate,pct_other_nh__estimate,pct_under18__estimate,pct_65plus__estimate,pct_foreign_born__estimate,median_hh_income__estimate,pct_poverty__estimate,pct_bachelors_plus__estimate,pct_unemployed__estimate,pct_snap__estimate,pct_transit_commute__estimate,median_gross_rent__estimate,median_home_value__estimate,pct_renter__estimate,pct_rent_burdened__estimate,pct_no_vehicle__estimate,pct_vacant__estimate,pop_density__estimate,total_pop__moe,median_age__moe,pct_white_nh__moe,pct_black_nh__moe,pct_asian_nh__moe,pct_hispanic__moe,pct_other_nh__moe,pct_under18__moe,pct_65plus__moe,pct_foreign_born__moe,median_hh_income__moe,pct_poverty__moe,pct_bachelors_plus__moe,pct_unemployed__moe,pct_snap__moe,pct_transit_commute__moe,median_gross_rent__moe,median_home_value__moe,pct_renter__moe,pct_rent_burdened__moe,pct_no_vehicle__moe,pct_vacant__moe,pop_density__moe,total_pop__universe,median_age__universe,pct_white_nh__universe,pct_black_nh__universe,pct_asian_nh__universe,pct_hispanic__universe,pct_other_nh__universe,pct_under18__universe,pct_65plus__universe,pct_foreign_born__universe,median_hh_income__universe,pct_poverty__universe,pct_bachelors_plus__universe,pct_unemployed__universe,pct_snap__universe,pct_transit_commute__universe,median_gross_rent__universe,median_home_value__universe,pct_renter__universe,pct_rent_burdened__universe,pct_no_vehicle__universe,pct_vacant__universe,pop_density__universe,total_pop__universe_moe,median_age__universe_moe,pct_white_nh__universe_moe,pct_black_nh__universe_moe,pct_asian_nh__universe_moe,pct_hispanic__universe_moe,pct_other_nh__universe_moe,pct_under18__universe_moe,pct_65plus__universe_moe,pct_foreign_born__universe_moe,median_hh_income__universe_moe,pct_poverty__universe_moe,pct_bachelors_plus__universe_moe,pct_unemployed__universe_moe,pct_snap__universe_moe,pct_transit_commute__universe_moe,median_gross_rent__universe_moe,median_home_value__universe_moe,pct_renter__universe_moe,pct_rent_burdened__universe_moe,pct_no_vehicle__universe_moe,pct_vacant__universe_moe,pop_density__universe_moe,total_pop__share,median_age__share,pct_white_nh__share,pct_black_nh__share,pct_asian_nh__share,pct_hispanic__share,pct_other_nh__share,pct_under18__share,pct_65plus__share,pct_foreign_born__share,median_hh_income__share,pct_poverty__share,pct_bachelors_plus__share,pct_unemployed__share,pct_snap__share,pct_transit_commute__share,median_gross_rent__share,median_home_value__share,pct_renter__share,pct_rent_burdened__share,pct_no_vehicle__share,pct_vacant__share,pop_density__share,total_pop__share_moe,median_age__share_moe,pct_white_nh__share_moe,pct_black_nh__share_moe,pct_asian_nh__share_moe,pct_hispanic__share_moe,pct_other_nh__share_moe,pct_under18__share_moe,pct_65plus__share_moe,pct_foreign_born__share_moe,median_hh_income__share_moe,pct_poverty__share_moe,pct_bachelors_plus__share_moe,pct_unemployed__share_moe,pct_snap__share_moe,pct_transit_commute__share_moe,median_gross_rent__share_moe,median_home_value__share_moe,pct_renter__share_moe,pct_rent_burdened__share_moe,pct_no_vehicle__share_moe,pct_vacant__share_moe,pop_density__share_moe
36047035602,6581,51.7,5633,98,243,283,324,906,2457,4494,50456,1027,2852,217,822,802,1795,398400,1906,1363,1424,211,99492.90931988135,830,7,804,128,216,265,271.0055349988262,317,477.49973821982354,732,15920,402,500.9530916163708,182,229,276,416,45579,235,296.9208648781692,269.02973813316623,183,NA,NA,NA,6581,6581,6581,6581,6581,6581,6581,6581,NA,6581,5460,2614,3207,2304,NA,NA,3207,1825,3207,3418,NA,NA,NA,830,830,830,830,830,830,830,830,NA,830,625,484,282,450,NA,NA,282,11425.231157398961,282,309,NA,NA,NA,85.5948943929494,1.4891353897583954,3.692447956237654,4.300258319404346,4.923263941650205,13.766904725725574,37.33475155751405,68.28749430177784,NA,15.605531074304817,52.234432234432234,8.301453710788063,25.631431244153415,34.80902777777778,NA,NA,59.4324914250078,74.68493150684931,44.4028687246648,6.173200702165008,NA,NA,NA,5.7198471930749415,1.9359043191133338,3.248970328590164,3.9900525630595993,4.070917611773795,4.4930826371674355,5.52032184273191,7.038823883642731,NA,5.782730266553973,6.959091746287677,6.790725452099827,6.775603442453776,9.86300928412112,NA,NA,5.136518744640752,467.84057481099205,7.424798040493069,5.324842712966842,NA
36047035701,2398,36.1,16,1576,0,322,484,589,263,1014,45313,900,261,130,509,639,1413,NA,1076,659,877,33,89135.95493078047,427,8.5,18,421,14,156,381.5914045153533,253,128.32380917039518,315,21166,421,119.11339135462478,75,116,213,458,NA,181,203.16741864777433,218.11235636707977,30,NA,NA,NA,2398,2398,2398,2398,2398,2398,2398,2398,NA,2398,1590,1151,1105,941,NA,NA,1105,1063,1105,1138,NA,NA,NA,427,427,427,427,427,427,427,427,NA,427,232,254,176,237,NA,NA,176,11425.231157398961,176,180,NA,NA,NA,0.6672226855713094,65.72143452877398,0,13.427856547122602,20.18348623853211,24.56213511259383,10.967472894078398,42.28523769808174,NA,37.53127606338616,16.41509433962264,11.294526498696785,46.06334841628959,67.90648246546228,NA,NA,97.37556561085972,61.994355597365946,79.36651583710407,2.8998242530755713,NA,NA,NA,0.7411633317419641,13.087038982248261,0.5838198498748958,6.050080226012885,15.50173613981235,9.601213230887897,4.982202129359972,10.763799278083779,NA,16.234560541012833,7.098197932121216,6.020539928305409,7.508265744444865,14.827546548015228,NA,NA,5.268767391859543,666.5956388332143,15.159676262636957,2.595995208090003,NA
36047035702,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,14,NA,14,14,14,14,28,14,48.49742261192856,14,NA,14,28,14,14,14,NA,NA,14,28,19.79898987322333,14,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,14,14,14,14,14,14,14,14,NA,14,14,14,14,14,NA,NA,14,11425.231157398961,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36047035900,6794,33.1,234,5273,265,492,530,1606,700,2245,62774,1465,839,239,936,1842,1426,1063700,2143,910,1515,40,96874.40168847356,1151,4.6,146,1155,244,304,349.3350826928209,666,300.91859364286546,999,9014,665,303.2441260766645,203,320,535,496,560521,250,317.29166393083824,361.9972375585206,64,NA,NA,NA,6794,6794,6794,6794,6794,6794,6794,6794,NA,6788,4569,3193,2462,2886,NA,NA,2462,1919,2462,2502,NA,NA,NA,1151,1151,1151,1151,1151,1151,1151,1151,NA,1151,747,764,267,700,NA,NA,267,11425.231157398961,267,270,NA,NA,NA,3.4442154842508095,77.61259935236974,3.9005004415660878,7.2416838386811895,7.8010008831321755,23.638504562849572,10.303208713570799,33.04386223138063,NA,21.582203889216263,18.36288028014883,7.485123708111494,38.0178716490658,63.82536382536382,NA,NA,87.04305442729488,47.420531526836896,61.53533712428919,1.5987210231814548,NA,NA,NA,2.068220580538364,10.776007588574393,3.5300888357150755,4.303060470284879,4.96907036358044,8.947437456621657,4.070730255016124,13.596813401071051,NA,9.087514920144935,5.919157104774758,6.100176904142153,12.326300969281009,10.197642577870592,NA,NA,3.742079575310706,282.81335333234995,13.101717858164177,2.5521289799291096,NA
36047036001,2844,56.5,2406,10,175,86,167,423,1144,2144,30877,1005,1323,94,737,405,1555,405000,1524,1032,1400,152,77808.89385879239,262,7,241,16,108,80,163.80476183554617,158,232.37469741776965,273,11025,329,272.1598794826306,77,175,135,117,107170,156,213.68434664242488,180.646062785769,96,NA,NA,NA,2844,2844,2844,2844,2844,2844,2844,2844,NA,2844,2360,1166,1786,1049,NA,NA,1786,1380,1786,1938,NA,NA,NA,262,262,262,262,262,262,262,262,NA,262,198,172,137,177,NA,NA,137,11425.231157398961,137,155,NA,NA,NA,84.59915611814345,0.35161744022503516,6.153305203938116,3.0239099859353025,5.872011251758087,14.873417721518987,40.225035161744024,75.38677918424754,NA,35.33755274261603,56.059322033898304,8.061749571183533,41.265397536394175,38.608198284080075,NA,NA,85.33034714445688,74.78260869565217,78.38745800671893,7.8431372549019605,NA,NA,NA,3.326897681402511,0.5616545980233625,3.7549206670570454,2.799111517536305,5.734201530062503,5.383935582939541,7.282050147821677,6.626610305918942,NA,11.100709663943716,10.529517306279477,6.495814107704099,9.273061883909277,11.098804854706046,NA,NA,5.783575868796645,619.330258950918,8.133209479755072,4.913681790686116,NA
36047036002,3731,63,3035,110,112,19,455,291,1777,2861,30176,918,1236,94,1059,297,1450,354800,2054,1436,1766,17,112540.98206278104,546,9.3,642,148,156,31,331.8870289722092,173,441.4963193504562,413,12154,375,384.3058677668089,89,321,176,328,73517,273,370.46187388178015,315.9303720758737,26,NA,NA,NA,3731,3731,3731,3731,3731,3731,3731,3731,NA,3726,3237,1474,2203,1342,NA,NA,2203,1993,2203,2220,NA,NA,NA,546,546,546,546,546,546,546,546,NA,546,411,351,249,354,NA,NA,249,11425.231157398961,249,247,NA,NA,NA,81.34548378450818,2.948271240954168,3.0018761726078798,0.5092468507102653,12.195121951219512,7.799517555615116,47.62798177432324,76.68185473063522,NA,24.63768115942029,38.183503243744205,6.377204884667571,48.0708125283704,22.131147540983605,NA,NA,93.23649568769859,72.05218263923733,80.16341352700863,0.7657657657657657,NA,NA,NA,12.42484459428683,3.9432310699413615,4.1580430092637055,0.8275275485137145,8.714527749817432,4.494149892249338,9.56264623624475,15.762593574780434,NA,9.394559466176421,10.83728376296568,5.84390586482683,13.520136306831757,11.74376464868255,NA,NA,6.52001130012674,413.470143438262,11.116017357763155,1.1680680036360949,NA
36047036100,3358,43.2,146,1795,8,1125,284,525,650,1224,37035,1238,241,274,455,755,895,NA,1157,414,961,23,61410.65877557789,578,6.5,95,356,13,508,261.9179260760897,307,213.16660151158766,547,14095,559,122.64583156389784,121,180,335,558,NA,128,157.83218936579445,181.2181006411887,38,NA,NA,NA,3358,3358,3358,3358,3358,3358,3358,3358,NA,3357,2392,1364,1268,1067,NA,NA,1268,1062,1268,1291,NA,NA,NA,578,578,578,578,578,578,578,578,NA,577,333,379,155,357,NA,NA,155,11425.231157398961,155,147,NA,NA,NA,4.3478260869565215,53.454437164979154,0.23823704586063132,33.50208457415128,8.457415128052412,15.63430613460393,19.356759976176296,36.450268016676596,NA,36.87816502829908,10.075250836120402,20.087976539589445,35.88328075709779,70.75913776944705,NA,NA,91.24605678233438,38.983050847457626,75.78864353312302,1.7815646785437644,NA,NA,NA,2.728285739602085,5.2665014815722415,0.3849572712833172,13.985865166277694,7.662766459398568,8.737311874158426,5.403374436293946,15.032722890862205,NA,15.398168567894343,4.931756486718525,6.8948877403830116,13.500904105092365,20.621352444336257,NA,NA,15.043638965400211,419.6515376355398,10.882205128794403,2.9364560303960183,NA
36047036200,3090,41.5,1304,29,820,486,451,752,372,1926,52023,1167,722,101,216,359,1689,818500,1072,671,725,207,46686.31035930137,545,6,276,36,151,294,374.9559974183637,289,130.87398519186308,386,25775,317,198.66806487203723,66,128,134,103,90101,275,253.4896447589132,161.24515496597098,87,NA,NA,NA,3090,3090,3090,3090,3090,3090,3090,3090,NA,3078,2237,1596,1353,1495,NA,NA,1353,894,1353,1560,NA,NA,NA,545,545,545,545,545,545,545,545,NA,543,383,363,271,358,NA,NA,271,11425.231157398961,271,260,NA,NA,NA,42.200647249190936,0.9385113268608414,26.537216828478964,15.728155339805825,14.59546925566343,24.336569579288025,12.03883495145631,62.33009708737864,NA,37.914230019493175,32.27536879749665,6.328320802005012,15.964523281596453,24.013377926421406,NA,NA,79.23133776792314,75.0559284116331,53.584626755358464,13.26923076923077,NA,NA,NA,4.937686005039987,1.1532293024334739,1.4046166041482195,9.10118143748014,11.858293393054801,8.309602138279422,3.664698300928057,5.932187104603082,NA,7.831362643648126,6.952447586009465,3.8767685979349693,8.903677237163478,6.875499801534708,NA,NA,12.699085811263025,959.6263005820813,5.180438997486581,5.11968442768236,NA
36047036300,5430,35.2,13,4149,0,949,319,1263,635,2017,58091,1056,1234,531,826,1294,1307,793600,1662,770,1223,177,54317.72396507456,1053,2.6,25,1038,19,603,286.8937085402885,454,272.28661369960884,568,15487,596,388.230601575919,368,238,319,172,167575,275,318.612617452605,244.18026128252055,124,NA,NA,NA,5430,5430,5430,5430,5430,5430,5430,5430,NA,5430,3824,3033,2105,2409,NA,NA,2105,1635,2105,2282,NA,NA,NA,1053,1053,1053,1053,1053,1053,1053,1053,NA,1053,599,588,257,454,NA,NA,257,11425.231157398961,257,235,NA,NA,NA,0.23941068139963168,76.40883977900552,0,17.47697974217311,5.874769797421731,23.259668508287294,11.694290976058932,37.14548802946593,NA,19.447513812154696,32.26987447698745,17.50741839762611,39.23990498812351,53.71523453715235,NA,NA,78.95486935866984,47.09480122324159,58.09976247030879,7.756354075372481,NA,NA,NA,0.45805832326887025,12.077533468422187,0.34990791896869244,10.575152721235845,5.15920663469285,7.039908482142815,4.472383281291393,7.5849721517619315,NA,10.307815700848174,8.804627176231621,11.648799753288667,10.241245962800383,8.536523615356337,NA,NA,8.817555533973412,329.6706315222638,9.178439357924654,5.374803217369486,NA
36047036400,2288,43.2,1027,20,452,522,267,373,444,1668,63480,356,793,207,127,427,1855,733600,601,407,565,54,41430.62461837544,448,9.5,303,17,242,343,182.25531542317222,159,185.14588842315672,397,12506,207,244.74680794649805,145,64,162,147,107362,162,175.05142101679724,190.11838417154718,47,NA,NA,NA,2288,2288,2288,2288,2288,2288,2288,2288,NA,2288,1732,1220,955,995,NA,NA,955,591,955,1009,NA,NA,NA,448,448,448,448,448,448,448,448,NA,448,373,280,192,242,NA,NA,192,11425.231157398961,192,197,NA,NA,NA,44.88636363636363,0.8741258741258742,19.755244755244757,22.814685314685313,11.66958041958042,16.302447552447553,19.405594405594407,72.9020979020979,NA,15.55944055944056,45.78521939953811,16.9672131147541,13.298429319371728,42.914572864321606,NA,NA,62.931937172774866,68.8663282571912,59.16230366492147,5.35183349851338,NA,NA,NA,9.906149462383022,0.7230245480770422,9.844218681150215,14.310201380168856,7.6309525209702755,6.172791650039939,7.144468132211146,9.864514016959264,NA,8.518807667106655,10.122150855309167,11.22920043980851,6.145148837244331,12.495699751613518,NA,NA,11.299334513455765,1331.655539151772,15.963673839120387,4.539367076899286,NA
36047036501,3139,46.9,0,2617,78,342,102,567,671,1421,67165,548,848,31,209,766,1157,793000,1247,427,822,17,64000.207447817775,657,10.2,14,686,113,283,94.17536832951598,309,229.39485608879724,537,15079,276,261.43067914841214,50,113,232,191,557577,114,179.70253197993623,175.55910685578235,27,NA,NA,NA,3139,3139,3139,3139,3139,3139,3139,3139,NA,3139,2388,1509,1378,1428,NA,NA,1378,1160,1378,1395,NA,NA,NA,657,657,657,657,657,657,657,657,NA,657,412,305,137,300,NA,NA,137,11425.231157398961,137,142,NA,NA,NA,0,83.3705001592864,2.4848677922905384,10.895189550812361,3.249442497610704,18.063077413188914,21.3762344695763,45.26919401083148,NA,17.45778910481045,35.5108877721943,2.054340622929092,15.166908563134978,53.641456582633054,NA,NA,90.49346879535558,36.810344827586206,59.65166908563135,1.2186379928315412,NA,NA,NA,0.4460019114367633,13.157183918176116,3.5621047663908207,8.722445363483626,2.9220658022527113,9.088953963703144,5.77821883718316,14.243844330826526,NA,7.9974109286349,9.072799866010653,3.2873327787283495,8.060461610195574,11.702715168086446,NA,NA,12.222225797005587,362.8883155339193,11.27563160837634,1.931504587980417,NA
36047036502,2389,35.1,26,1255,19,1018,71,743,239,695,67038,647,141,111,206,868,1615,1061300,665,424,546,25,50575.69408639601,512,4.5,30,327,22,499,67.35725647619564,347,111.74972035759194,229,32705,263,95.10520490488415,97,101,246,333,353784,124,166.88019654830228,77.92945527847606,25,NA,NA,NA,2389,2389,2389,2389,2389,2389,2389,2389,NA,2380,1495,1238,745,1100,NA,NA,745,650,745,770,NA,NA,NA,512,512,512,512,512,512,512,512,NA,513,235,284,134,276,NA,NA,134,11425.231157398961,134,131,NA,NA,NA,1.088321473419841,52.532440351611555,0.795311845960653,42.61197153620762,2.971954792800335,31.100879028882378,10.004185851820846,29.091670154876518,NA,27.18487394957983,9.431438127090301,8.966074313408724,27.651006711409394,78.9090909090909,NA,NA,89.26174496644295,65.23076923076923,73.28859060402685,3.2467532467532467,NA,NA,NA,1.2339040059683604,7.784586080808131,0.9049757844552874,18.785169044412665,2.7465889949154345,12.905242309557357,4.15736749295967,7.280866708027649,NA,9.36893331537524,6.186391488857525,7.560427312262723,12.611824702248587,10.398629868818876,NA,NA,4.389223352429118,1146.8668158324358,16.828145770800194,3.1994209399124833,NA
36047036600,4362,38.2,1784,166,771,1037,604,1017,734,2823,52385,948,868,100,339,733,1707,380300,1073,626,746,96,48324.10024644082,780,5.5,358,101,258,366,684.4099648602437,312,177.35557504628943,580,3826,707,181.51308492778145,63,101,175,117,76244,124,163.92681293796937,149.05368160498418,78,NA,NA,NA,4362,4362,4362,4362,4362,4362,4362,4362,NA,4134,2776,2076,1388,1934,NA,NA,1388,1030,1388,1484,NA,NA,NA,780,780,780,780,780,780,780,780,NA,780,253,469,106,467,NA,NA,106,11425.231157398961,106,108,NA,NA,NA,40.89867033470885,3.80559376432829,17.675378266850068,23.773498395231545,13.846859238881247,23.31499312242091,16.82714351215039,64.71801925722146,NA,22.93178519593614,31.26801152737752,4.8169556840077075,24.423631123919307,37.900723888314374,NA,NA,77.30547550432277,60.77669902912621,53.7463976945245,6.46900269541779,NA,NA,NA,3.7246926969400906,2.2131943166817996,4.999412287733442,7.23401947797502,15.493676290208763,5.811997495349354,2.734551177869605,6.547818289539347,NA,16.545705446041694,5.884993458039189,2.83285451539886,7.033544435002464,12.869856813786068,NA,NA,6.7050171485203975,674.350779235941,9.923363542319247,5.234937711698306,NA
36047036700,2091,32.2,155,816,18,869,233,375,230,833,70426,594,250,38,215,469,2219,797600,481,311,353,50,29725.05228589355,696,7.5,93,474,30,566,159.03773137214955,390,114.97391008398384,322,36731,300,155.19664944836921,43,131,205,692,315092,160,156.92673449734434,175.85505395068975,36,NA,NA,NA,2091,2091,2091,2091,2091,2091,2091,2091,NA,2091,1553,963,705,925,NA,NA,705,464,705,755,NA,NA,NA,696,696,696,696,696,696,696,696,NA,696,416,272,163,277,NA,NA,163,11425.231157398961,163,169,NA,NA,NA,7.41272118603539,39.02439024390244,0.860832137733142,41.55906264945003,11.142993782879005,17.93400286944046,10.999521759923482,39.83739837398374,NA,28.407460545193686,16.097875080489377,3.9460020768431985,30.49645390070922,50.7027027027027,NA,NA,68.22695035460993,67.02586206896552,50.0709219858156,6.622516556291391,NA,NA,NA,3.700481251165181,18.577896758228956,1.4058169663642726,23.266751548094774,6.640167609483749,17.670294732076748,4.102306484218596,7.830046737552429,NA,10.79047954681956,9.01513186728668,4.323875832115457,17.191813224656713,16.143905238837622,NA,NA,16.316589980303604,1650.747284132728,22.094853556105924,4.53192690551725,NA
36047036900,5626,35.1,712,1887,288,2335,404,985,717,2046,48583,1442,1138,188,606,1288,1745,487400,2057,940,1753,171,64445.20136087177,1029,6,442,836,217,1049,378.8561732372854,478,291.29023327259017,884,11340,578,464.5750746650104,149,296,420,560,457686,337,305.3162295063923,435.387184009819,144,NA,NA,NA,5626,5626,5626,5626,5626,5626,5626,5626,NA,5616,3869,2614,2455,2399,NA,NA,2455,1846,2455,2626,NA,NA,NA,1029,1029,1029,1029,1029,1029,1029,1029,NA,1029,657,610,313,617,NA,NA,313,11425.231157398961,313,317,NA,NA,NA,12.655527906150018,33.54070387486669,5.119089939566299,41.5037326697476,7.180945609669392,17.507998578030573,12.7444009953786,36.36686811233559,NA,25.67663817663818,29.41328508658568,7.192042846212701,24.684317718940935,53.68903709879116,NA,NA,83.78818737270876,50.92091007583965,71.40529531568228,6.5118050266565115,NA,NA,NA,7.5076532998810865,13.534162113790394,3.741727980149763,17.030359407126287,6.6046993451212135,7.869707691792836,4.623189043753557,14.235450291817633,NA,9.153802025799887,10.919522957671889,5.447393095559596,11.639050338885301,10.762710651563822,NA,NA,8.620654838993321,315.5925015802482,15.219744767033028,5.426990587182575,NA
36047037000,4171,49.2,2200,228,1160,412,171,628,1114,2287,69493,524,1130,181,240,766,1795,768900,619,378,491,62,32140.53921615926,487,8.2,478,174,291,234,193.3339080451228,182,204.9780476051033,370,20543,262,259.74987969198366,111,109,264,107,237611,138,149.04697246170417,129.63024338479042,56,NA,NA,NA,4171,4171,4171,4171,4171,4171,4171,4171,NA,3875,3039,1854,1479,1673,NA,NA,1479,577,1479,1541,NA,NA,NA,487,487,487,487,487,487,487,487,NA,470,336,361,181,322,NA,NA,181,11425.231157398961,181,178,NA,NA,NA,52.74514504914889,5.466315032366339,27.811076480460322,9.8777271637497,4.099736274274754,15.056341404938864,26.708223447614483,54.83097578518341,NA,13.522580645161291,37.183283974991774,9.762675296655878,16.227180527383368,45.78601315002989,NA,NA,41.8526031102096,65.51126516464471,33.19810682893847,4.023361453601558,NA,NA,NA,9.664729144084196,4.1225489988070345,6.175011855650064,5.4903400410441785,4.6104101779897135,3.9936685052823897,3.7982166838286404,6.140456717570203,NA,6.559338991718705,7.493589516391781,5.677260756616044,7.097244532318612,13.090135749695278,NA,NA,7.799138356662752,1297.451878167535,7.766218187573894,3.6041649033676926,NA
36047037100,4309,34.4,447,2834,77,712,239,848,201,1283,87679,812,1144,190,515,987,1934,885300,1195,608,871,121,59000.029325500895,649,3.5,239,639,93,288,181.72781845386248,316,120.24974012445931,378,32078,356,301.72006893808043,137,189,260,310,169542,220,201.89601283829256,200.24235316236172,89,NA,NA,NA,4309,4309,4309,4309,4309,4309,4309,4309,NA,4244,2924,2816,1728,2565,NA,NA,1728,1054,1728,1849,NA,NA,NA,649,649,649,649,649,649,649,649,NA,624,436,473,186,437,NA,NA,186,11425.231157398961,186,153,NA,NA,NA,10.373636574611279,65.76932002784869,1.786957530749594,16.52355534926897,5.546530517521466,19.67974007890462,4.664655372476212,29.77488976560687,NA,19.132893496701225,39.12448700410397,6.747159090909091,29.80324074074074,38.47953216374269,NA,NA,69.1550925925926,57.685009487666036,50.405092592592595,6.5440778799351005,NA,NA,NA,5.321919607845696,11.035674948608126,2.141426219254946,6.203067446638571,4.133835445634704,6.707784447750006,2.7007792952713396,7.539413373361925,NA,7.902536978920207,8.5113026716441,4.731213589563707,10.456467904946406,7.731074673863969,NA,NA,10.328639785049097,625.5917803815362,10.23950530358346,4.782856159381181,NA
36047037300,4952,36.2,613,2905,202,1021,211,793,907,1466,71786,1016,1333,156,577,1216,1239,810800,1564,683,1456,169,75106.91827748,827,3.9,366,767,161,382,191.21192431435858,434,272.7379694871985,472,23286,481,346.73476895171615,102,231,398,288,422147,320,282.13117516502854,332.14605221197496,109,NA,NA,NA,4952,4952,4952,4952,4952,4952,4952,4952,NA,4946,3791,2608,2012,2367,NA,NA,2012,1479,2012,2181,NA,NA,NA,827,827,827,827,827,827,827,827,NA,825,527,433,299,427,NA,NA,299,11425.231157398961,299,287,NA,NA,NA,12.378836833602584,58.66316639741519,4.079159935379645,20.617932148626817,4.260904684975768,16.013731825525042,18.315831987075928,29.60420032310178,NA,20.541852001617467,35.16222632550778,5.9815950920245395,28.6779324055666,51.373046049852135,NA,NA,77.73359840954275,46.17985125084517,72.36580516898609,7.748739110499771,NA,NA,NA,7.0959449980691796,11.996647940639843,3.1790405509757638,6.90294104999133,3.7951731200826453,8.346134055661109,4.580146397579672,8.149014116072353,NA,9.101424272279631,7.730545475571815,3.782854689265358,10.660825131367085,14.030005131658852,NA,NA,10.932059166214527,357.2476370480293,12.524791438201902,4.892582594043072,NA
36047037401,4758,38.5,3191,76,795,609,87,1191,875,2576,59004,758,1417,117,619,826,1520,1049300,1210,685,865,79,54747.39508974446,778,3.3,727,85,302,340,105.8158778255891,394,200.59411756080985,486,15194,311,279.46019394539894,89,172,252,193,112390,194,216.74408873138847,210.2974084481309,59,NA,NA,NA,4758,4758,4758,4758,4758,4758,4758,4758,NA,4758,3335,1926,1819,1690,NA,NA,1819,1203,1819,1898,NA,NA,NA,778,778,778,778,778,778,778,778,NA,778,439,321,214,331,NA,NA,214,11425.231157398961,214,229,NA,NA,NA,67.06599411517445,1.5973097940311054,16.708701134930642,12.799495586380832,1.828499369482976,25.031525851197983,18.390079865489703,54.14039512400168,NA,15.931063472047079,42.488755622188904,6.074766355140187,34.029686641011544,48.875739644970416,NA,NA,66.52006597031335,56.94098088113051,47.553600879604176,4.1622760800842995,NA,NA,NA,10.639817451888117,1.7672692126000589,5.729100620289368,6.832502355474344,2.2037678696808563,7.198526318820492,2.9549659783350304,5.095377783375248,NA,5.9948493222640815,6.239921606146671,4.508696360486985,8.566397103079987,11.43278152517771,NA,NA,7.24582286789505,541.0846423761092,10.117381653737842,3.067701824126406,NA
36047037402,5843,40.7,3935,271,913,511,213,1507,1371,3699,57118,1097,2100,268,547,653,1634,NA,1824,1108,871,15,49814.27826214925,809,11.1,725,188,627,423,188.48607375612661,517,347.15846525758235,632,15126,755,422.55650509724734,183,201,224,154,NA,218,318.39912060180063,275.118156434649,24,NA,NA,NA,5843,5843,5843,5843,5843,5843,5843,5843,NA,5843,4194,2475,2276,2160,NA,NA,2276,1806,2276,2291,NA,NA,NA,809,809,809,809,809,809,809,809,NA,809,398,412,154,362,NA,NA,154,11425.231157398961,154,152,NA,NA,NA,67.34554167379771,4.638028410063324,15.625534827999315,8.745507444805751,3.645387643333904,25.791545438986823,23.463973985966113,63.30652062296765,NA,18.77460208796851,50.07153075822604,10.828282828282829,24.033391915641477,30.23148148148148,NA,NA,80.14059753954305,61.351052048726466,38.2688927943761,0.6547359231776517,NA,NA,NA,8.186209761081523,3.152791450647794,10.510437758828918,7.137448124918663,3.186113833610757,8.095584885099736,4.974581376244009,6.337602813562511,NA,12.657271717769786,8.884403377511426,7.170860394472127,8.680274137709205,9.048448825387462,NA,NA,7.895463897852893,388.52310408334495,11.807196192925225,1.046676445531279,NA
36047037500,3748,31.8,635,1854,256,957,46,701,363,859,91985,772,1675,96,327,1065,2198,NA,1318,724,1108,171,61152.16389766079,619,2.9,274,501,169,474,51.478150704935004,305,154.58654533949584,256,19403,443,369.6904110198153,94,179,329,231,NA,198,268.62985686628355,203.67866849525504,102,NA,NA,NA,3748,3748,3748,3748,3748,3748,3748,3748,NA,3740,2712,2182,1560,2022,NA,NA,1560,1318,1560,1731,NA,NA,NA,619,619,619,619,619,619,619,619,NA,622,466,430,184,409,NA,NA,184,11425.231157398961,184,152,NA,NA,NA,16.942369263607258,49.46638207043757,6.830309498399147,25.533617929562432,1.2273212379935965,18.703308431163286,9.685165421558164,22.91889007470651,NA,20.641711229946523,61.76253687315634,4.399633363886343,20.96153846153846,52.67062314540059,NA,NA,84.48717948717949,54.931714719271625,71.02564102564102,9.878682842287695,NA,NA,NA,6.753882954357506,10.580058964089716,4.365685612406299,11.922964521071965,1.3584438436644237,7.528623854662361,3.8017100675088074,5.6855663572387005,NA,11.336540112201371,8.555401417510188,4.219824102310263,11.204830138518897,12.297943868711952,NA,NA,7.860685102157058,476.6177336615592,10.014343164882106,5.828348357455915,NA
